
Initialize MPU6050

 * Sleep Mode:            Disabled
 * Clock Source:          PLL with X axis gyroscope reference
 * Accelerometer:         +/- 2 g
 * Accelerometer offsets: -3440 / -1783 / 1206

x,y,z
-3.12,-0.07,8.05,
-3.05,0.11,8.03,
-3.13,-0.06,8.16,
-3.05,0.05,8.13,
-2.90,-0.06,8.13,
-3.08,0.04,8.17,
-3.21,-0.05,8.10,
-3.09,-0.04,8.10,
-2.97,-0.01,8.07,
-3.01,-0.00,8.04,
-3.17,-0.02,8.05,
-3.09,0.00,8.05,
-2.97,-0.06,8.06,
-2.94,-0.08,7.94,
-3.02,-0.02,8.16,
-3.14,-0.21,8.00,
-3.36,-0.06,8.01,
-3.36,-0.04,8.05,
-3.68,0.06,8.27,
-3.83,0.23,8.15,
-2.93,0.10,8.37,
-2.62,-0.04,7.60,
-3.76,-0.15,8.13,
-4.88,-0.17,8.56,
-4.13,-0.16,8.18,
-2.84,0.93,8.49,
-1.76,0.34,8.43,
-3.10,0.54,7.56,
-3.95,0.87,9.44,
-2.35,1.06,9.40,
-1.47,1.06,8.57,
-0.88,-0.11,10.01,
2.11,3.18,8.63,
1.90,1.33,11.17,
3.52,2.20,10.32,
4.86,-1.69,6.80,
1.92,0.57,9.93,
0.50,-0.52,9.77,
1.60,-0.54,8.93,
1.82,-1.40,8.20,
-0.24,-0.79,9.59,
0.37,-0.71,9.89,
3.25,-1.22,7.31,
2.75,-1.55,7.13,
0.96,-2.71,7.09,
0.74,-2.86,6.77,
1.66,-2.11,7.00,
3.87,-2.01,5.30,
4.93,-3.04,4.35,
5.31,-3.84,3.23,
4.48,-2.45,3.90,
2.50,-0.32,6.67,
6.37,-0.37,4.53,
9.51,-0.79,1.28,
9.39,-1.34,1.73,
8.66,-0.36,0.60,
10.01,-1.55,-0.21,
11.67,-0.31,-0.50,
13.37,-0.33,-0.45,
16.41,-1.37,-2.05,
17.55,-2.90,-3.14,
14.27,-0.96,-0.84,
13.75,-0.78,-1.19,
8.45,0.54,-3.08,
5.23,-6.14,1.88,
5.73,0.22,1.11,
7.48,-2.05,0.51,
11.76,-1.97,-1.86,
12.65,-1.52,-2.58,
9.66,-1.32,1.09,
9.39,0.49,-1.24,
5.94,-4.13,-3.80,
7.30,-5.69,-6.58,
9.29,-2.49,-2.38,
11.73,-0.20,-4.74,
12.08,-2.34,-5.57,
9.12,-2.80,-6.07,
4.74,-2.44,-5.14,
7.80,-3.03,-7.23,
7.34,-2.92,-7.30,
6.47,-1.74,-6.83,
8.32,-2.88,-7.91,
10.28,-2.01,-8.43,
7.48,-2.32,-6.31,
7.85,-1.67,-7.59,
8.67,-2.65,-8.65,
7.85,-3.16,-10.11,
5.09,-2.16,-7.72,
5.10,-2.47,-7.14,
6.62,-2.12,-8.70,
5.68,-2.05,-8.15,
6.17,-2.98,-9.32,
6.34,-2.90,-10.16,
6.12,-1.82,-9.23,
6.42,-2.55,-9.78,
5.26,-2.29,-10.21,
3.93,-2.09,-9.04,
5.64,-2.98,-8.94,
7.59,-0.89,-9.98,
5.85,-1.56,-10.17,
2.62,-2.57,-10.38,
2.99,-2.65,-10.93,
4.93,-2.17,-10.28,
6.33,-1.40,-10.05,
6.39,-0.93,-11.21,
5.03,-2.29,-12.86,
3.00,-3.19,-10.36,
4.99,-1.09,-11.24,
5.55,-2.77,-10.26,
4.80,-0.65,-10.73,
0.75,-1.67,-9.63,
1.71,-3.43,-11.11,
3.45,-1.88,-10.46,
4.95,-1.48,-8.65,
7.53,-1.32,-10.71,
4.90,-3.59,-11.11,
-0.00,-1.22,-8.91,
0.09,-3.18,-8.09,
3.08,-1.75,-9.15,
4.34,-2.24,-8.79,
5.59,-1.83,-13.12,
2.13,-2.48,-9.88,
0.21,-1.88,-8.56,
1.93,0.05,-10.24,
2.90,-4.02,-10.85,
5.45,-1.54,-10.82,
4.62,-0.60,-9.94,
3.14,-2.46,-12.02,
2.56,-2.35,-9.79,
2.12,-1.48,-9.66,
-1.99,-2.95,-8.66,
4.76,-0.22,-13.08,
6.14,-1.59,-9.00,
4.48,2.21,-15.97,
1.09,0.61,-9.47,
3.18,-13.91,-17.44,
5.58,7.63,-11.02,
-6.87,-3.64,-1.49,
-0.37,-1.92,-8.48,
6.19,-1.58,-15.02,
3.37,-2.54,-10.83,
7.42,0.63,-12.69,
5.84,-1.84,-13.99,
1.64,-2.78,-12.87,
-3.43,0.58,-6.88,
-2.46,-1.93,-9.10,
3.22,-1.14,-12.77,
2.68,-1.30,-11.08,
1.28,-2.12,-11.05,
2.37,-1.12,-10.05,
3.05,-2.01,-10.64,
2.71,-0.03,-10.62,
1.09,-2.73,-10.62,
0.57,-1.47,-10.44,
1.41,-2.43,-11.05,
2.87,-0.94,-10.72,
3.12,-1.18,-10.81,
1.14,-1.78,-10.77,
-0.61,-1.93,-10.11,
1.09,-1.73,-11.25,
2.87,-1.50,-11.05,
2.86,-1.24,-11.01,
1.28,-1.65,-10.72,
0.84,-1.15,-10.28,
0.87,-1.43,-10.49,
1.98,-1.26,-11.18,
2.53,-1.69,-11.71,
1.54,-1.20,-10.60,
0.80,-1.47,-10.37,
0.63,-1.08,-10.68,
0.69,-1.84,-9.99,
2.58,-0.62,-11.41,
2.98,-1.68,-10.94,
2.29,-0.86,-10.72,
0.17,-0.77,-9.77,
-0.48,-1.56,-9.95,
1.75,-1.28,-11.09,
3.59,-1.13,-11.50,
3.14,-1.07,-11.53,
0.74,-1.45,-10.75,
0.18,-1.53,-10.15,
2.18,-0.99,-11.06,
1.87,-1.39,-11.12,
1.13,-0.78,-10.54,
1.29,-1.99,-11.11,
2.47,-0.41,-10.97,
2.06,-1.45,-11.09,
0.82,-0.84,-10.54,
0.69,-1.26,-10.63,
1.15,-1.47,-10.85,
1.96,-0.70,-10.92,
2.13,-1.57,-11.35,
1.64,-1.07,-10.63,
1.22,-0.66,-9.98,
1.02,-1.58,-10.87,
1.59,-0.63,-10.94,
1.93,-1.32,-10.89,
2.07,-0.77,-11.14,
1.45,-1.32,-10.86,
1.05,-0.73,-10.72,
0.49,-1.63,-10.55,
2.25,-0.80,-11.24,
1.94,-1.01,-10.70,
1.62,-0.99,-10.70,
1.25,-1.06,-10.79,
0.58,-1.67,-10.32,
2.13,-0.96,-11.55,
2.51,-0.94,-11.12,
1.85,-0.93,-10.80,
0.43,-0.78,-10.51,
0.48,-1.30,-10.70,
1.67,-1.06,-10.76,
2.20,-1.42,-11.10,
2.59,-0.51,-11.08,
0.98,-1.06,-10.62,
0.28,-0.94,-10.26,
1.62,-1.32,-11.04,
2.02,-0.88,-11.39,
1.21,-1.47,-10.70,
1.54,-0.90,-10.80,
1.54,-1.22,-11.06,
1.26,-0.73,-10.44,
1.30,-1.37,-11.27,
1.76,-0.82,-10.96,
2.05,-1.08,-10.87,
1.15,-0.95,-10.85,
0.79,-0.95,-10.66,
1.03,-1.29,-10.49,
1.69,-1.00,-11.22,
1.50,-0.93,-10.66,
1.38,-1.17,-10.98,
1.73,-0.79,-11.28,
1.45,-1.34,-10.98,
1.19,-0.83,-10.66,
1.54,-1.17,-11.04,
1.48,-1.13,-10.67,
1.54,-0.99,-11.14,
0.99,-1.18,-10.56,
1.55,-1.04,-10.94,
1.81,-1.12,-10.93,
0.91,-0.80,-10.54,
0.85,-0.97,-10.98,
1.58,-1.37,-11.16,
2.25,-0.97,-10.93,
2.00,-0.63,-10.74,
1.12,-0.76,-10.50,
0.70,-1.19,-11.04,
1.12,-1.32,-10.86,
2.01,-0.94,-11.04,
1.84,-1.12,-10.90,
1.42,-0.59,-10.84,
0.66,-1.21,-10.43,
1.43,-0.98,-11.29,
1.43,-1.29,-10.72,
2.10,-0.98,-10.94,
1.75,-0.91,-10.74,
0.97,-0.67,-10.94,
0.64,-1.69,-11.04,
1.62,-0.54,-10.49,
2.15,-1.28,-11.11,
1.80,-1.01,-11.25,
1.18,-0.72,-10.47,
0.62,-1.13,-10.26,
1.09,-1.32,-11.31,
2.32,-1.26,-11.45,
2.23,-0.61,-10.82,
0.99,-1.15,-10.34,
0.98,-0.95,-10.52,
1.28,-0.89,-11.17,
1.47,-1.61,-10.91,
2.40,-0.63,-11.19,
1.78,-1.13,-10.67,
0.97,-0.76,-10.52,
0.93,-1.58,-11.16,
2.13,-0.93,-11.03,
2.27,-0.80,-10.89,
0.91,-0.97,-10.39,
0.72,-1.26,-10.68,
1.50,-0.76,-11.16,
1.85,-1.45,-10.89,
2.39,-0.52,-11.09,
0.81,-1.34,-10.35,
0.82,-0.98,-10.70,
1.66,-1.25,-11.21,
1.87,-0.82,-10.80,
1.68,-1.06,-11.27,
1.59,-1.14,-10.88,
1.38,-1.01,-10.42,
1.23,-1.25,-10.88,
1.65,-1.07,-11.06,
1.32,-0.92,-10.61,
1.28,-0.87,-10.83,
2.02,-1.27,-11.40,
1.50,-1.05,-10.78,
1.25,-1.21,-10.89,
1.47,-1.15,-10.61,
1.69,-0.93,-11.01,
1.58,-1.16,-10.94,
1.55,-0.73,-10.93,
1.11,-1.07,-10.68,
1.87,-0.59,-10.77,
1.17,-1.58,-10.53,
1.29,-0.88,-10.78,
1.46,-0.95,-10.95,
1.48,-1.14,-10.80,
1.76,-0.89,-11.18,
1.61,-1.36,-10.91,
1.74,-0.77,-10.78,
1.69,-1.24,-10.99,
1.23,-0.74,-10.54,
0.89,-1.36,-10.88,
1.92,-1.05,-11.09,
2.06,-0.92,-11.08,
2.26,-0.95,-11.21,
1.61,-0.98,-10.94,
0.04,-1.25,-9.88,
1.15,-1.13,-10.84,
2.18,-0.98,-11.15,
1.93,-0.97,-11.13,
1.33,-1.11,-10.76,
1.13,-1.00,-10.56,
1.83,-1.33,-10.99,
2.11,-0.74,-10.95,
1.29,-1.51,-10.91,
1.42,-0.80,-10.74,
1.93,-1.08,-10.80,
1.85,-0.55,-10.63,
0.87,-1.34,-10.65,
1.17,-1.17,-10.97,
2.38,-1.19,-11.29,
2.00,-0.96,-10.68,
0.81,-0.97,-10.66,
0.56,-0.96,-10.32,
1.87,-1.13,-11.06,
3.04,-0.89,-11.99,
1.87,-0.97,-10.56,
0.65,-0.74,-10.04,
0.53,-0.78,-10.60,
1.32,-1.38,-10.92,
2.94,-1.26,-11.34,
2.90,-0.88,-11.26,
1.26,-0.93,-10.85,
-0.00,-1.00,-9.95,
0.64,-1.36,-10.80,
2.42,-0.60,-10.93,
2.46,-1.42,-11.18,
1.53,-0.75,-10.62,
1.17,-1.05,-10.83,
0.70,-1.08,-10.23,
1.91,-1.09,-11.15,
2.23,-1.08,-10.93,
2.35,-1.01,-10.87,
1.92,-1.29,-11.19,
0.95,-0.62,-10.37,
0.75,-1.25,-10.68,
1.49,-1.17,-10.92,
2.34,-0.94,-10.89,
1.86,-1.01,-10.99,
1.15,-1.12,-10.44,
1.76,-0.91,-11.47,
1.69,-1.42,-10.82,
1.78,-0.21,-10.49,
0.83,-1.79,-10.38,
1.77,-0.86,-10.93,
2.49,-0.94,-11.14,
1.92,-1.02,-10.99,
1.10,-0.88,-10.83,
0.76,-1.32,-10.27,
1.50,-0.83,-10.94,
1.69,-1.35,-10.67,
2.14,-0.95,-11.05,
1.92,-1.02,-10.87,
1.68,-1.05,-10.93,
1.42,-0.91,-10.89,
1.07,-1.14,-10.12,
1.50,-1.37,-11.00,
1.65,-0.66,-10.65,
1.71,-1.92,-11.29,
2.04,-0.45,-11.23,
1.26,-1.09,-10.54,
0.82,-1.14,-10.42,
1.75,-1.14,-11.24,
2.21,-0.85,-10.84,
1.64,-1.05,-10.92,
0.86,-1.05,-10.69,
1.71,-1.36,-11.16,
2.43,-0.89,-11.30,
2.19,-1.19,-11.31,
1.12,-1.05,-10.56,
0.71,-1.13,-10.20,
1.07,-1.15,-10.71,
1.72,-0.82,-10.88,
1.57,-1.27,-10.63,
2.28,-0.96,-11.21,
2.28,-1.27,-11.30,
0.98,-0.84,-10.38,
0.94,-1.25,-10.65,
1.53,-1.23,-10.88,
2.11,-0.97,-11.03,
1.80,-1.07,-10.72,
1.18,-1.13,-10.66,
1.44,-1.03,-10.87,
2.02,-1.05,-11.46,
1.64,-0.93,-10.50,
1.60,-1.10,-10.68,
1.79,-1.01,-10.68,
1.86,-1.22,-10.97,
1.45,-0.68,-10.84,
0.95,-1.52,-10.83,
1.70,-1.08,-11.28,
2.27,-1.03,-11.10,
1.41,-0.84,-10.05,
0.50,-1.01,-10.34,
0.88,-1.47,-10.80,
3.06,-0.88,-11.38,
2.93,-0.88,-11.30,
1.45,-1.22,-10.89,
-0.06,-0.81,-10.08,
0.35,-1.66,-10.61,
3.08,-0.76,-11.20,
3.39,-0.95,-11.42,
1.32,-1.02,-10.82,
0.26,-1.26,-10.52,
0.81,-1.13,-10.35,
2.21,-1.17,-11.08,
2.13,-1.25,-10.91,
2.09,-0.56,-11.13,
1.29,-1.15,-10.68,
1.21,-1.20,-10.77,
1.68,-1.30,-11.03,
2.14,-1.08,-10.83,
1.65,-0.97,-10.79,
1.23,-0.78,-10.43,
1.04,-1.25,-10.53,
1.86,-1.10,-11.19,
2.63,-0.67,-11.11,
1.75,-1.31,-10.94,
0.82,-0.89,-10.60,
0.79,-1.25,-10.55,
1.77,-1.11,-10.75,
2.41,-0.93,-11.23,
2.26,-1.17,-10.87,
2.08,-0.89,-10.87,
0.95,-0.61,-10.77,
0.17,-1.62,-10.21,
1.69,-0.44,-10.56,
1.90,-1.82,-11.04,
2.66,-0.78,-11.56,
2.06,-1.17,-11.04,
0.63,-1.10,-9.88,
0.92,-1.30,-10.89,
1.92,-0.95,-10.84,
2.32,-0.98,-10.95,
1.17,-1.38,-10.91,
1.43,-0.86,-11.07,
1.93,-1.34,-10.95,
1.54,-0.90,-10.77,
1.22,-1.08,-10.54,
1.72,-1.33,-11.07,
2.11,-0.58,-10.91,
1.55,-1.41,-10.85,
1.42,-0.92,-10.92,
1.56,-1.23,-10.83,
1.46,-0.98,-10.64,
1.38,-1.18,-10.86,
1.76,-1.04,-10.84,
2.12,-0.89,-10.83,
1.53,-1.28,-10.83,
1.54,-1.17,-10.91,
1.75,-0.98,-10.91,
1.52,-1.60,-11.09,
0.96,-0.41,-10.40,
1.41,-1.44,-10.88,
2.06,-1.10,-11.11,
2.66,-1.12,-11.33,
1.96,-1.06,-10.94,
1.07,-1.28,-10.13,
1.58,-0.56,-10.83,
1.26,-1.26,-10.61,
1.63,-1.49,-11.45,
1.45,-1.15,-10.72,
2.48,-0.68,-11.15,
1.91,-1.19,-10.50,
1.82,-0.88,-11.36,
0.85,-1.16,-10.45,
1.08,-1.05,-10.61,
1.60,-1.17,-10.65,
1.96,-1.34,-11.04,
2.15,-0.82,-11.04,
1.90,-1.53,-11.04,
2.58,-0.68,-11.08,
1.70,-0.94,-10.63,
0.13,-1.27,-10.33,
1.01,-1.01,-10.56,
2.34,-1.59,-11.22,
2.92,-0.94,-11.33,
1.82,-0.93,-11.11,
0.64,-1.32,-10.41,
1.41,-0.94,-10.71,
2.26,-1.17,-11.07,
2.38,-0.54,-11.08,
1.17,-1.53,-10.80,
1.54,-0.78,-10.72,
1.73,-1.27,-10.82,
1.75,-1.01,-10.66,
2.09,-0.81,-10.94,
1.48,-1.17,-10.57,
1.47,-0.87,-10.78,
1.44,-1.29,-10.70,
1.82,-1.13,-10.80,
2.05,-0.71,-10.78,
1.89,-1.11,-10.86,
1.95,-1.36,-11.06,
1.50,-1.12,-10.86,
1.24,-1.02,-10.40,
1.86,-1.12,-10.97,
1.66,-1.23,-11.45,
1.78,-1.02,-10.88,
1.99,-0.87,-10.50,
1.39,-1.20,-10.57,
1.38,-1.07,-10.90,
1.68,-1.09,-10.85,
2.23,-1.29,-11.45,
2.23,-0.66,-10.89,
1.13,-1.53,-10.35,
0.83,-0.96,-10.63,
1.44,-1.34,-10.80,
2.47,-0.75,-11.23,
2.27,-0.96,-10.42,
2.04,-1.79,-11.66,
0.84,-0.61,-10.29,
1.12,-1.35,-10.61,
1.69,-0.63,-10.84,
1.77,-1.45,-10.89,
2.69,-0.84,-11.26,
1.67,-0.95,-10.45,
0.67,-1.34,-10.59,
1.02,-1.14,-10.65,
2.27,-1.18,-11.07,
2.75,-0.95,-11.22,
1.79,-0.88,-10.78,
1.05,-1.30,-10.61,
1.07,-1.20,-10.64,
1.35,-0.84,-10.90,
1.87,-1.35,-10.98,
2.42,-0.97,-11.04,
2.02,-0.78,-10.70,
0.85,-1.18,-10.74,
1.18,-1.26,-10.55,
2.53,-1.12,-11.49,
2.30,-0.78,-10.87,
1.21,-1.13,-10.69,
1.06,-1.42,-10.98,
2.30,-1.03,-11.42,
2.31,-1.13,-10.90,
1.79,-1.00,-10.74,
0.87,-0.73,-10.34,
0.03,-1.44,-9.94,
1.56,-1.19,-10.94,
3.25,-1.09,-11.47,
2.56,-0.69,-10.92,
1.45,-1.13,-10.80,
1.64,-1.68,-11.78,
1.53,-0.58,-10.12,
2.01,-1.08,-10.72,
1.44,-1.13,-11.03,
1.43,-1.31,-10.85,
1.93,-0.79,-10.55,
2.04,-0.97,-10.79,
1.15,-1.01,-10.64,
1.70,-1.29,-11.08,
2.87,-1.08,-11.21,
1.92,-0.80,-10.85,
0.68,-1.36,-10.17,
1.25,-1.28,-10.79,
1.85,-1.28,-11.28,
3.01,-0.95,-11.39,
2.28,-0.86,-10.77,
0.25,-1.12,-9.86,
0.55,-1.16,-10.72,
1.51,-1.22,-11.10,
3.47,-1.00,-11.69,
2.88,-0.66,-10.89,
0.91,-1.04,-10.47,
0.35,-1.16,-10.41,
1.31,-1.55,-10.72,
2.61,-0.81,-11.61,
2.73,-1.14,-10.89,
1.80,-0.72,-10.40,
0.26,-1.24,-10.60,
1.08,-1.20,-10.87,
2.88,-1.38,-11.50,
2.83,-0.38,-10.74,
1.41,-1.04,-10.18,
0.60,-1.25,-10.78,
0.87,-1.19,-10.63,
2.89,-1.08,-11.14,
3.18,-0.78,-11.26,
1.16,-1.40,-10.55,
0.79,-1.06,-10.84,
1.40,-0.68,-10.55,
1.73,-1.52,-10.97,
2.10,-0.88,-11.17,
2.37,-1.09,-10.95,
1.96,-1.01,-10.61,
1.82,-0.72,-11.04,
1.24,-0.86,-10.59,
0.96,-1.47,-10.50,
1.77,-0.90,-11.20,
2.74,-1.30,-11.40,
2.51,-1.03,-10.83,
1.39,-0.69,-9.89,
-0.04,-1.20,-10.19,
1.21,-1.45,-11.00,
3.36,-1.09,-11.61,
2.85,-0.82,-11.00,
0.97,-0.97,-10.57,
0.13,-1.75,-10.21,
2.25,-0.97,-10.99,
2.89,-0.60,-11.37,
1.87,-1.04,-10.71,
0.80,-1.03,-10.93,
0.97,-1.32,-10.72,
2.51,-1.18,-10.94,
2.31,-0.72,-10.85,
1.41,-1.34,-10.24,
1.88,-1.10,-11.24,
2.00,-0.58,-10.66,
2.03,-1.57,-11.26,
1.40,-0.90,-10.63,
1.26,-1.40,-10.50,
1.62,-0.99,-10.42,
2.22,-1.05,-11.16,
2.45,-1.23,-11.65,
1.93,-0.36,-10.47,
1.14,-1.49,-10.56,
0.92,-1.15,-10.17,
1.99,-1.24,-11.09,
2.45,-0.97,-11.33,
1.67,-1.12,-10.67,
1.87,-0.87,-11.06,
1.52,-1.41,-10.86,
1.88,-0.69,-10.11,
1.51,-1.24,-10.64,
1.05,-1.61,-11.23,
2.88,-0.59,-11.40,
2.82,-1.19,-10.66,
1.22,-0.79,-10.38,
0.62,-1.45,-10.94,
0.90,-1.03,-10.35,
2.22,-1.37,-10.79,
3.29,-0.60,-11.36,
1.96,-1.31,-10.70,
1.57,-1.08,-10.92,
1.13,-1.28,-10.87,
1.22,-0.92,-10.40,
1.87,-1.02,-10.46,
2.17,-1.20,-11.08,
2.19,-1.17,-11.19,
2.20,-1.21,-11.08,
1.32,-0.54,-10.72,
0.48,-1.98,-10.39,
2.12,-0.91,-10.84,
3.15,-0.93,-11.19,
1.92,-1.07,-10.77,
0.86,-0.95,-10.67,
1.34,-1.10,-10.59,
1.95,-1.40,-10.60,
2.80,-0.91,-11.28,
2.08,-0.89,-10.67,
1.23,-1.02,-10.88,
1.25,-0.84,-10.54,
2.04,-1.62,-10.83,
2.46,-0.78,-10.83,
2.13,-0.41,-10.88,
0.97,-1.50,-10.40,
1.81,-1.08,-11.14,
2.14,-1.17,-11.07,
2.27,-0.91,-10.40,
1.80,-1.25,-10.88,
0.86,-1.22,-10.46,
2.23,-0.95,-11.04,
2.53,-1.32,-10.77,
2.12,-0.58,-10.77,
1.49,-1.41,-10.88,
1.24,-1.34,-10.83,
1.96,-1.12,-10.66,
2.81,-1.08,-11.06,
1.79,-0.73,-10.94,
1.13,-1.53,-10.62,
1.70,-1.16,-10.81,
2.61,-1.23,-11.41,
2.39,-1.28,-10.76,
1.55,-0.94,-10.43,
1.19,-1.31,-10.72,
1.78,-1.21,-10.77,
2.55,-0.99,-11.11,
2.10,-0.65,-11.07,
1.68,-1.46,-10.61,
1.61,-0.97,-10.53,
1.33,-1.45,-10.59,
2.14,-0.84,-11.21,
2.55,-1.28,-11.06,
2.34,-0.69,-10.95,
1.46,-1.23,-10.60,
1.28,-1.49,-10.66,
1.29,-1.28,-10.52,
1.98,-1.01,-11.11,
2.99,-1.44,-11.36,
2.66,-0.35,-11.31,
1.04,-1.47,-10.22,
1.09,-1.23,-10.43,
2.21,-1.12,-10.77,
2.07,-0.88,-10.84,
1.55,-1.67,-11.30,
2.00,-0.59,-10.93,
2.39,-1.17,-10.76,
1.81,-1.08,-10.77,
1.20,-1.49,-10.68,
1.84,-1.04,-10.90,
2.18,-1.37,-11.11,
2.12,-1.04,-10.83,
1.93,-1.05,-10.71,
2.23,-1.17,-10.70,
1.47,-1.18,-10.82,
1.12,-1.22,-10.38,
2.13,-1.16,-11.10,
2.47,-1.17,-10.85,
2.60,-0.72,-10.74,
1.42,-1.15,-10.67,
1.09,-1.15,-10.68,
1.60,-1.17,-10.49,
2.54,-1.14,-11.15,
2.29,-1.18,-11.24,
1.66,-1.26,-10.69,
1.70,-0.84,-10.99,
1.59,-1.14,-10.45,
2.23,-0.94,-10.83,
1.66,-1.40,-10.96,
1.66,-1.17,-10.87,
2.04,-1.43,-10.50,
2.53,-0.76,-10.90,
1.98,-1.08,-11.04,
1.23,-1.62,-10.85,
1.31,-0.65,-10.32,
1.85,-1.53,-11.06,
2.40,-1.29,-10.93,
2.31,-1.18,-10.97,
1.56,-0.61,-10.79,
1.41,-1.70,-10.69,
2.08,-1.05,-10.90,
2.17,-0.75,-10.80,
1.99,-1.44,-10.62,
1.78,-0.91,-10.85,
1.22,-1.56,-10.38,
2.24,-1.28,-10.90,
2.44,-0.46,-11.19,
1.17,-1.81,-10.45,
1.30,-0.95,-11.11,
2.09,-1.20,-10.80,
2.74,-1.13,-10.56,
2.11,-1.07,-11.01,
1.31,-1.24,-11.00,
1.24,-0.98,-10.61,
1.96,-1.11,-10.61,
2.38,-1.28,-10.97,
2.03,-0.92,-11.00,
1.63,-1.28,-10.47,
1.91,-0.94,-10.63,
1.92,-1.23,-11.12,
1.57,-1.04,-10.86,
2.00,-1.29,-10.77,
2.44,-1.31,-10.98,
2.12,-0.79,-11.21,
1.33,-1.54,-10.62,
1.98,-0.79,-10.81,
2.37,-1.56,-11.21,
2.19,-0.75,-10.63,
1.91,-1.37,-10.98,
2.21,-1.53,-11.06,
2.93,-0.97,-11.40,
2.67,-1.46,-11.33,
1.62,-1.74,-11.24,
0.96,-0.41,-9.83,
2.08,-2.40,-10.93,
3.23,-1.12,-11.69,
2.27,-1.37,-10.46,
1.22,-1.74,-10.08,
2.09,-2.16,-11.13,
2.55,-1.17,-10.24,
2.86,-1.52,-10.98,
2.73,-1.75,-11.24,
3.09,-1.70,-12.31,
3.38,-2.29,-12.16,
4.56,-1.40,-11.28,
3.73,-2.64,-11.16,
1.73,-2.48,-9.82,
2.58,-2.65,-11.45,
5.28,-5.78,-13.21,
5.00,-2.08,-9.10,
4.65,-2.16,-8.42,
3.82,-3.62,-10.92,
1.50,-4.03,-9.27,
1.29,-3.57,-10.54,
0.88,-4.69,-8.58,
1.92,-3.90,-7.73,
3.32,-3.90,-7.67,
4.33,-4.71,-9.62,
4.24,-5.43,-9.14,
4.63,-5.04,-9.43,
5.73,-5.78,-9.95,
3.80,-4.58,-7.78,
3.12,-5.19,-8.25,
3.20,-7.27,-9.34,
4.43,-6.01,-9.89,
3.15,-6.06,-8.87,
2.51,-5.91,-6.62,
3.76,-6.92,-8.59,
3.93,-7.39,-8.67,
3.47,-6.33,-7.73,
3.92,-7.33,-7.48,
2.50,-6.66,-6.63,
1.44,-7.99,-5.30,
2.82,-7.41,-5.87,
4.99,-8.86,-6.99,
4.63,-7.76,-6.34,
2.18,-7.42,-4.46,
1.33,-8.64,-4.91,
1.37,-9.58,-6.01,
0.91,-9.38,-4.75,
0.14,-7.62,-2.79,
1.46,-8.98,-3.40,
2.25,-9.37,-4.23,
1.63,-9.54,-3.13,
1.35,-8.42,-2.42,
1.02,-9.42,-0.91,
2.64,-9.12,-2.68,
3.57,-9.00,-3.16,
4.48,-10.26,-4.07,
4.41,-10.60,-4.54,
2.55,-10.50,-3.56,
1.07,-10.07,-1.37,
2.03,-8.71,-0.92,
1.59,-8.55,-0.18,
2.35,-9.28,-0.28,
2.91,-8.65,-1.33,
1.13,-9.92,-0.47,
0.95,-9.90,-1.69,
0.42,-11.03,-1.85,
1.24,-9.65,-1.58,
1.12,-9.19,-0.08,
1.56,-9.58,0.01,
2.78,-8.91,-0.46,
3.50,-10.35,-0.77,
3.24,-9.29,-1.04,
1.34,-10.29,-1.04,
0.08,-10.30,-0.71,
1.58,-10.17,-1.15,
2.10,-9.51,-0.10,
1.73,-9.49,1.45,
2.50,-8.20,0.85,
2.07,-9.88,0.35,
2.11,-9.98,0.08,
3.57,-10.42,-0.53,
3.75,-9.16,-0.66,
2.06,-9.78,-0.59,
1.01,-10.30,-0.18,
0.84,-9.74,-0.25,
1.92,-10.00,-0.27,
3.06,-9.68,-0.13,
3.05,-9.60,-1.42,
1.72,-9.83,-0.28,
1.58,-9.61,-0.14,
1.27,-10.29,-0.69,
0.86,-9.85,-0.16,
1.00,-9.60,0.07,
2.51,-10.08,-0.95,
2.75,-10.11,0.02,
3.31,-9.54,-0.17,
2.73,-10.14,-0.83,
1.24,-10.06,-0.94,
0.27,-9.67,-0.39,
0.61,-10.19,-0.77,
1.54,-9.85,-0.53,
2.24,-9.85,-0.14,
2.48,-9.94,-0.26,
2.34,-9.90,-0.50,
1.45,-10.16,-0.93,
0.24,-9.94,0.03,
1.52,-9.84,-0.36,
2.76,-9.77,-1.04,
2.17,-10.04,-0.47,
1.29,-9.82,-0.40,
0.92,-9.84,-0.41,
1.63,-10.09,-0.71,
1.92,-9.69,-0.68,
2.07,-10.09,-0.75,
2.49,-9.89,-1.44,
0.74,-10.13,-0.78,
0.27,-10.07,-0.70,
1.70,-10.27,-0.76,
2.73,-9.39,-0.55,
2.84,-9.92,-0.82,
1.86,-10.01,-0.74,
0.79,-9.87,-0.40,
1.09,-10.13,-0.79,
2.06,-9.59,-0.67,
2.01,-9.39,-0.18,
1.72,-10.04,-0.90,
1.94,-10.26,-0.95,
2.38,-9.47,-0.86,
1.85,-10.05,-0.56,
1.57,-10.01,-1.23,
1.05,-10.15,-0.60,
1.74,-9.87,-1.32,
1.84,-9.75,-0.65,
2.31,-10.03,-0.99,
2.53,-10.02,-1.42,
0.91,-9.68,-0.40,
0.72,-10.19,-0.87,
1.60,-9.94,-0.93,
2.11,-9.90,-0.65,
2.72,-9.41,-0.95,
2.11,-10.14,-0.89,
2.00,-9.96,-1.22,
1.45,-9.79,-0.98,
1.44,-10.12,-0.89,
1.53,-9.86,-0.97,
1.14,-9.93,-0.83,
